Epoch 1, time 2.83, MAELoss_train 332.106, MAELoss_val 228.856,LR 0.001000
Epoch 2, time 2.44, MAELoss_train 191.950, MAELoss_val 207.248,LR 0.001000
Epoch 3, time 2.41, MAELoss_train 182.466, MAELoss_val 201.253,LR 0.001000
Epoch 4, time 2.26, MAELoss_train 179.123, MAELoss_val 200.215,LR 0.001000
Epoch 5, time 2.20, MAELoss_train 177.656, MAELoss_val 200.692,LR 0.001000
Epoch 6, time 2.26, MAELoss_train 176.186, MAELoss_val 199.285,LR 0.001000
Epoch 7, time 2.27, MAELoss_train 175.040, MAELoss_val 197.963,LR 0.001000
Epoch 8, time 2.26, MAELoss_train 174.225, MAELoss_val 198.770,LR 0.001000
Epoch 9, time 2.27, MAELoss_train 173.417, MAELoss_val 196.506,LR 0.001000
Epoch 10, time 2.26, MAELoss_train 172.507, MAELoss_val 197.811,LR 0.001000
Epoch 11, time 2.15, MAELoss_train 171.864, MAELoss_val 196.829,LR 0.001000
Epoch 12, time 2.17, MAELoss_train 171.487, MAELoss_val 200.131,LR 0.001000
Epoch 13, time 2.20, MAELoss_train 170.694, MAELoss_val 196.534,LR 0.001000
Epoch 14, time 2.17, MAELoss_train 170.021, MAELoss_val 198.857,LR 0.001000
Epoch 15, time 2.23, MAELoss_train 169.234, MAELoss_val 195.576,LR 0.001000
Epoch 16, time 2.21, MAELoss_train 168.837, MAELoss_val 199.557,LR 0.001000
Epoch 17, time 2.25, MAELoss_train 168.107, MAELoss_val 200.656,LR 0.001000
Epoch 18, time 2.23, MAELoss_train 167.379, MAELoss_val 199.586,LR 0.001000
Epoch 19, time 2.29, MAELoss_train 166.778, MAELoss_val 196.775,LR 0.001000
Epoch 20, time 2.19, MAELoss_train 166.393, MAELoss_val 196.725,LR 0.001000
Epoch 21, time 2.22, MAELoss_train 166.061, MAELoss_val 197.389,LR 0.001000
Epoch 22, time 2.19, MAELoss_train 165.387, MAELoss_val 198.494,LR 0.001000
Epoch 23, time 2.16, MAELoss_train 164.628, MAELoss_val 197.507,LR 0.001000
Epoch 24, time 2.18, MAELoss_train 164.392, MAELoss_val 200.597,LR 0.001000
